"","X","doc.text","State","PolsWhoSupport","Current","Count","Congress","Name","SenatorsSupport","RepsSupport","GovsSupport"
"426",426,"Marc Veasey[242] (D–Texas)","Texas",1,"Current","Count","Congress","Marc Veasey",0,1,0
"427",427,"Nydia Velázquez[243] (D–New York)","New York",1,"Current","Count","Congress","Nydia Velázquez",0,1,0
"428",428,"Pete Visclosky[244] (D–Indiana)","Indiana",1,"Current","Count","Congress","Pete Visclosky",0,1,0
"429",429,"Tim Walz[245] (D–Minnesota)","Minnesota",1,"Current","Count","Congress","Tim Walz",0,1,0
"430",430,"Debbie Wasserman Schultz[246] (D–Florida)","Florida",1,"Current","Count","Congress","Debbie Wasserman Schultz",0,1,0
"431",431,"Maxine Waters[74] (D–California)","California",1,"Current","Count","Congress","Maxine Waters",0,1,0
"432",432,"Henry Waxman[74] (D–California)","California",1,"Current","Count","Congress","Henry Waxman",0,1,0
"433",433,"Peter Welch[247] (D–Vermont)","Vermont",1,"Current","Count","Congress","Peter Welch",0,1,0
"434",434,"Frederica Wilson[248] (D–Florida)","Florida",1,"Current","Count","Congress","Frederica Wilson",0,1,0
"435",435,"John Yarmuth[249] (D–Kentucky)","Kentucky",1,"Current","Count","Congress","John Yarmuth",0,1,0
"551",551,"Neil Abercrombie[253] (D–Hawaii) (2011–present)","Hawaii",1,"Current","Count",NA,"Neil Abercrombie",0,0,1
"552",552,"Jerry Brown[304] (D–California) (1975–1983, 2011–present)","California",1,"Current","Count",NA,"Jerry Brown",0,0,1
"553",553,"Steve Bullock[305] (D–Montana) (2013–present)","Montana",1,"Current","Count",NA,"Steve Bullock",0,0,1
"554",554,"Lincoln Chafee[109] (D–Rhode Island) (2011–present)","Rhode Island",1,"Current","Count",NA,"Lincoln Chafee",0,0,1
"555",555,"Andrew Cuomo[306] (D–New York) (2011–present)","New York",1,"Current","Count",NA,"Andrew Cuomo",0,0,1
"556",556,"Mark Dayton[113] (D–Minnesota) (2011–present)","Minnesota",1,"Current","Count",NA,"Mark Dayton",0,0,1
"557",557,"Maggie Hassan[307] (D–New Hampshire) (2013–present)","New Hampshire",1,"Current","Count",NA,"Maggie Hassan",0,0,1
"558",558,"John Hickenlooper[308] (D–Colorado) (2011–present)","Colorado",1,"Current","Count",NA,"John Hickenlooper",0,0,1
"559",559,"Jay Inslee[279] (D–Washington) (2013–present)","Washington",1,"Current","Count",NA,"Jay Inslee",0,0,1
"560",560,"John Kitzhaber[309] (D–Oregon) (1995–2003, 2011–present)","Oregon",1,"Current","Count",NA,"John Kitzhaber",0,0,1
"561",561,"Dan Malloy[310] (D–Connecticut) (2011–present)","Connecticut",1,"Current","Count",NA,"Dan Malloy",0,0,1
"562",562,"Jack Markell[311] (D–Delaware) (2009–present)","Delaware",1,"Current","Count",NA,"Jack Markell",0,0,1
"563",563,"Terry McAuliffe[312] (D–Virginia) (2014–present)","Virginia",1,"Current","Count",NA,"Terry McAuliffe",0,0,1
"564",564,"Jay Nixon1[313] (D–Missouri) (2009–present)","Missouri",1,"Current","Count",NA,"Jay Nixon1",0,0,1
"565",565,"Martin O'Malley[314] (D–Maryland) (2007–present)","Maryland",1,"Current","Count",NA,"Martin O'Malley",0,0,1
"566",566,"Deval Patrick[315] (D–Massachusetts) (2007–present)","Massachusetts",1,"Current","Count",NA,"Deval Patrick",0,0,1
"567",567,"Pat Quinn[316] (D–Illinois) (2009–present)","Illinois",1,"Current","Count",NA,"Pat Quinn",0,0,1
"568",568,"Peter Shumlin[317] (D–Vermont) (2011–present)","Vermont",1,"Current","Count",NA,"Peter Shumlin",0,0,1
