"","doc.text"
"585","Rick Snyder[185] (R-Michigan)"
"586","Scott Walker[186] (R-Wisconsin)"
"587","1The following governors are no longer actively opposing same-sex marriage in their states: Terry Branstad, Jan Brewer, Chris Christie, Tom Corbett, Mary Fallin, Gary Herbert, Susana Martínez, Matt Mead, Pat McCrory, Mike Pence, and Brian Sandoval"
"588","Lamar Alexander[45] (R-Tennessee)"
"589","George Allen[45] (R-Virginia)"
"590","John Ashcroft[79] (R-Missouri)"
"591","Reubin Askew[187] (D-Florida)"
"592","Haley Barbour[188] (R-Mississippi)"
"593","Roy Barnes[189] (D-Georgia)"
"594","Evan Bayh[80] (D-Indiana)"
"595","David Beasley[190] (R-South Carolina)"
"596","Craig Benson[191] (R-New Hampshire)"
"597","Kathleen Blanco[192] (D-Louisiana)"
"598","Matt Blunt[193] (R-Missouri)"
"599","Kit Bond[45] (R-Missouri)"
"600","David L. Boren[81] (D-Oklahoma)"
"601","Phil Bredesen[194] (D-Tennessee)"
"602","Dale Bumpers[79] (D-Arkansas)"
"603","George W. Bush (R-Texas)"
"604","Jeb Bush[195] (R-Florida)"
"605","Richard Bryan[79] (D-Nevada)"
"606","Donald Carcieri[196] (R-Rhode Island)"
"607","John W. Carlin[81] (D-Kansas)"
"608","Raúl Héctor Castro[197] (D-Arizona)"
"609","John Chafee[79] (R-Rhode Island)"
"610","Lawton Chiles[86] (D-Florida)"
"611","Mitch Daniels[198] (R-Indiana)"
"612","Jim Douglas[199] (R-Vermont)"
"613","Mike Easley[200] (D-North Carolina)"
"614","Jim Edgar[201] (R-Illinois)"
"615","Edwin Edwards[81] (D-Louisiana)"
"616","Bob Ehrlich[143] (R-Maryland)"
"617","John Engler[202] (R-Michigan)"
"618","J. James Exon[79] (D-Nebraska)"
"619","Kirk Fordice[203] (R-Mississippi)"
"620","Luis Fortuño[155] (NPP/R-Puerto Rico)"
"621","Murphy J. Foster, Jr.[204] (R-Louisiana)"
"622","Dave Freudenthal (D-Wyoming)"
"623","Jim Gibbons[144] (R-Nevada)"
"624","Jim Gilmore[205] (R-Virginia)"
"625","Mills E. Godwin, Jr.[206] (D/R-Virginia)"
"626","Bob Graham[79] (D-Florida)"
"627","Bill Graves[207] (R-Kansas)"
"628","Kenny Guinn[208] (R-Nevada)"
"629","Mark Hatfield[79] (R-Oregon)"
"630","Brad Henry[209] (D-Oklahoma)"
"631","Edgar Herschler[210] (D-Wyoming)"
"632","Jim Hodges[211] (D-South Carolina)"
"633","John Hoeven[63] (R-North Dakota)"
"634","Bob Holden[212] (D-Missouri)"
"635","Mike Huckabee[213] (R-Arkansas)"
"636","Jim Hunt[214] (D-North Carolina)"
"637","Fob James[215] (D/R-Alabama)"
"638","Bill Janklow[146] (R-South Dakota)"
"639","Mike Johanns[64] (R-Nebraska)"
"640","Frank Keating[216] (R-Oklahoma)"
"641","Dirk Kempthorne[79] (R-Idaho)"
"642","Joe E. Kernan[217] (D-Indiana)"
"643","Tony Knowles[218] (D-Alaska)"
"644","Mike Leavitt[219] (R-Utah)"
"645","Linda Lingle[220] (R-Hawaii)"
"646","Marvin Mandel[221] (D-Maryland)"
"647","Scott M. Matheson (D-Utah)"
"648","Bob McDonnell[222] (R-Virginia)"
"649","Zell Miller[92] (D-Georgia)"
"650","Frank Murkowski[79] (R-Alaska)"
"651","Ben Nelson[45][98] (D-Nebraska)"
"652","Frank O'Bannon[223] (D-Indiana)"
"653","Bill Owens[224] (R-Colorado)"
"654","Sarah Palin[225] (R-Alaska)"
"655","George Pataki[226] (R-New York)"
"656","Tim Pawlenty[227] (R-Minnesota)"
"657","Beverly Perdue[228] (D-North Carolina)"
"658","Marc Racicot[229] (R-Montana)"
"659","Bob Riley[150] (R-Alabama)"
"660","Bill Ritter[230] (D-Colorado)"
"661","Buddy Roemer[151] (D/Louisiana)"
"662","Roy Romer[231] (D-Colorado)"
"663","Mitt Romney[232][233] (R-Massachusetts)"
"664","Mike Rounds[234] (R-South Dakota)"
"665","Mark Sanford[129] (R-South Carolina)"
"666","Ed Schafer[235] (R-North Dakota)"
"667","Don Sundquist[152] (R-Tennessee)"
"668","John H. Sununu[236] (R-New Hampshire)"
"669","Fife Symington[237] (R-Arizona)"
"670","Bob Taft[238] (R-Ohio)"
"671","Tommy Thompson (R-Wisconsin)"
"672","Strom Thurmond[79] (R-South Carolina)"
"673","Cecil H. Underwood[239] (R-West Virginia)"
"674","George Voinovich[45][240] (R-Ohio)"
"675","Olene S. Walker[241] (R-Utah)"
"676","Pete Wilson[101] (R-California)"
"677","Bob Wise[154] (D-West Virginia)"
"678","Casey Cagle[242] (R-Georgia)"
"679","Jay Dardenne[243] (R-Louisiana)"
"680","David Dewhurst[244] (R-Texas)"
"681","Sue Ellspermann[245] (R-Indiana)"
"682","Kim Guadagno[246] (R-New Jersey)"
"683","Peter Kinder[247] (R-Missouri)"
"684","Rebecca Kleefisch[248] (R-Wisconsin)"
"685","Brad Little[249] (R-Idaho)"
"686","Yancey McGill[250] (D-South Carolina)"
"687","Matt Michels[251] (R-South Dakota)"
"688","Ron Ramsey[252] (R-Tennessee)"
"689","Tate Reeves[253] (R-Mississippi)"
"690","Kim Reynolds[254] (R-Iowa)"
"691","Mary Taylor[255] (R-Ohio)"
"692","Mead Treadwell[256] (R-Alaska)"
"693","Duke Aiona[257] (R-Hawaii)"
"694","Kathleen Blanco[192] (D-Louisiana)"
"695","Bill Bolling[258] (R-Virginia)"
"696","Terry Branstad[158] (R-Iowa)"
"697","Phil Bryant[160] (R-Mississippi)"
"698","Dennis Daugaard[166] (R-South Dakota)"
"699","Wendell Ford[79] (D-Kentucky)"
"700","Mills E. Godwin, Jr.[206] (D-Virginia)"
"701","Dave Heineman[172] (R-Nebraska)"
"702","Gary Herbert[173] (R-Utah)"
"703","Robert Jubelirer[259] (R-Pennsylvania)"
"704","Joe E. Kernan[217] (D-Indiana)"
"705","Zell Miller[92] (D-Georgia)"
"706","Frank O'Bannon[223] (D-Indiana)"
"707","Butch Otter[149] (R-Idaho)"
"708","Sean Parnell[180] (R-Alaska)"
"709","Rick Perry[182] (R-Texas)"
"710","Marc Racicot[229] (R-Montana)"
"711","Jim Risch[71] (R-Idaho)"
"712","Brian Sandoval[183] (R-Nevada)"
"713","Joseph B. Scarnati[260] (R-Pennsylvania)"
"714","Olene S. Walker[241] (R-Utah)"
"715","Greg Abbott[261] (R–Texas)"
"716","Jon Bruning[261] (R–Nebraska)"
"717","Buddy Caldwell[262] (R–Louisiana)"
"718","Mike DeWine[263] (R–Ohio)"
"719","Timothy C. Fox[261] (R–Montana)"
"720","Michael Geraghty[261] (R–Alaska)"
"721","John Jay Hoffman[264] (R–New Jersey)"
"722","J. B. Van Hollen[261] (R–Wisconsin)"
"723","Tom Horne[261] (R–Arizona)"
"724","Marty Jackley[261] (R–South Dakota)"
"725","Patrick Morrisey[261] (R–West Virginia)"
"726","Sam Olens[261] (R–Georgia)"
"727","Scott Pruitt[261] (R–Oklahoma)"
"728","Sean Reyes[265] (R–Utah)"
"729","Derek Schmidt[261] (R–Kansas)"
"730","Bill Schuette[266] (R–Michigan)"
"731","Wayne Stenehjem[261] (R–North Dakota)"
"732","John Suthers[261] (R–Colorado)"
"733","Luther Strange[261] (R–Alabama)"
"734","Lawrence Wasden[261] (R–Idaho)"
"735","Alan Wilson[261] (R–South Carolina)"
"736","Greg Zoeller[261] (R–Indiana)"
"737","John Ashcroft[79] (R-Missouri)"
"738","Kelly Ayotte[48] (R-New Hampshire)"
"739","Mike Beebe[156] (D-Arkansas)"
"740","Richard Bryan[79] (D-Nevada)"
"741","Roland Burris[84] (D-Illinois)"
"742","Tom Corbett[165] (R-Pennsylvania)"
"743","John Cornyn[45][47] (R-Texas)"
"744","Ken Cuccinelli[261] (R–Virginia)"
"745","Wendell Ford[79] (D-Kentucky)"
"746","Jim Gilmore[205] (R-Virginia)"
"747","Slade Gorton[79] (R-Washington)"
"748","Joe Lieberman[97] (D-Connecticut)"
"749","Daniel Lungren[60][61] (R-California)"
"750","Bob McDonnell[222] (R-Virginia)"
"751","Mark Pryor[70] (D-Arkansas)"
"752","Jeff Sessions[45][74] (R-Alabama)"
"753","John Swallow[261] (R–Utah)"
"754","African Methodist Episcopal Church[267]"
"755","Agudath Israel of America[268]"
"756","Alliance Defense Fund[269]"
"757","Alliance for Marriage[270]"
"758","Alianza Islámica[citation needed]"
"759","American College of Pediatricians[citation needed]"
"760","American Family Association[271]"
"761","Anglican Church in North America[272]"
"762","Arlington Group[273]"
"763","Assemblies of God[274]"
"764","Brethren in Christ[275]"
"765","Black Hebrew Israelites"
"766","Catholic Answers"
"767","Chabad-Lubavitch[citation needed]"
"768","Christian Coalition of America[276]"
"769","Christian and Missionary Alliance[275]"
"770","Church of God in Christ[277]"
"771","The Church of Jesus Christ of Latter-day Saints[275][278]"
"772","Coloradans For Marriage[279]"
"773","Concerned Women for America[280]"
"774","Conservative Congregational Christian Conference[275]"
"775","Conservative Mennonite Conference[281]"
"776","Convocation of Anglicans in North America[citation needed]"
"777","Council of Islamic Organizations of Greater Chicago[282]"
"778","Eagle Forum[283]"
"779","Evangelical Free Church of America[275]"
"780","Evangelical Methodist Church[284]"
"781","Evangelical Presbyterian Church[275]"
"782","Family Institute of Connecticut"
"783","Family Research Council[285]"
"784","Focus on the Family[286]"
"785","Hindu nationalism[citation needed]"
"786","International Church of the Foursquare Gospel[275]"
"787","International Pentecostal Holiness Church[275]"
"788","Jehovah's Witnesses[287]"
"789","JONAH[citation needed]"
"790","Karaite Judaism[citation needed]"
"791","Knights of Columbus[288][289][290]"
"792","Latino American Dawah Organization[citation needed]"
"793","Liberty Counsel[291]"
"794","Lutheran Church-Missouri Synod[292]"
"795","MassResistance[293]"
"796","Missionary Church[275]"
"797","National Association of Evangelicals[275][294]"
"798","National Organization for Marriage[295]"
"799","Nation of Islam[296]"
"800","Open Bible Churches[275]"
"801","Oregon Defense of Marriage Coalition"
"802","Protect Marriage Arizona[279][297]"
"803","ProtectMarriage.com"
"804","Rabbinical Council of America[268]"
"805","Rastafari movement[citation needed]"
"806","Seventh-day Adventist Church[298]"
"807","Southern Baptist Convention[299]"
"808","Stand For Marriage Maine[300]"
"809","Texans For Marriage[301]"
"810","Thomas More Law Center[302]"
"811","Traditional Values Coalition[303]"
"812","Union for Traditional Judaism[citation needed]"
"813","Union of Orthodox Jewish Congregations of America[268][275]"
"814","United Brethren in Christ Church[275]"
"815","United Methodist Church[304]"
"816","United States Conference of Catholic Bishops[275]"
"817","Vision America[305]"
"818","VoteOnMarriage.org"
"819","Westboro Baptist Church[306]"
"820","Wesleyan Church[275]"
"821","Witherspoon Institute[307]"
"822","U.S. state constitutional amendments banning same-sex unions"
"823","List of U.S. state constitutional amendments banning same-sex unions by type"
"824","Marriage in the United States"
"825","Same-sex marriage law in the United States by state"
"826","List of supporters of same-sex marriage in the United States"
"827","^ ""President Clinton's statement on DOMA"". Cs.cmu.edu. Retrieved February 10, 2013. "
"828","^ ""Interactive: Gay marriage chronology"". Los Angeles Times. Retrieved May 20, 2010. "
"829","^ McKinley, Jesse; Goodstein, Laurie (November 6, 2008). ""Bans in 3 States on Gay Marriage"". The New York Times. Retrieved May 20, 2010. "
"830","^ a b ""2012 Republican Platform: Preserving and Protecting Traditional Marriage"". United States Republican Party. Retrieved April 10, 2013. ""We recognize and honor the courageous efforts of those who bear the many burdens of parenting alone, even as we believe that marriage, the union of one man and one woman must be upheld as the national standard, a goal to stand for, encourage, and promote through laws governing marriage."" "
"831","^ ""Platform of the America First Party"". America First Party. October 16, 2006. Retrieved December 19, 2013. ""The America First Party strongly supports the traditional family as ordained by God and built upon the marital union of one man and one woman."" "
"832","^ ""America's Party Constitution"". America's Party. Retrieved December 19, 2013. ""We seek the passage of a Federal Marriage Amendment to the U.S. Constitution, and oppose all attempts everywhere to redefine marriage as being anything but what it has always been: the union of one man and one woman."" "
"833","^ ""Platform"". Christian Liberty Party. Retrieved December 19, 2013. ""We oppose state-sanctioned homosexual marriage, child adoption and special minority status."" "
"834","^ ""Consititon Party Platform"". Constitution Party. Archived from the original on 2013-09-21. Retrieved December 19, 2013. ""The law of our Creator defines marriage as the union between one man and one woman."" "
"835","^ ""IAP on Homosexuality and the Protection of Marriage"". Independent American Party. Retrieved December 19, 2013. ""We oppose abortion, homosexuality, same-sex marriages, sexual exploitation of children, fornication, incest, bestiality, sodomy, adultery, and pornography."" "
"836","^ ""2012 Party Platform"". Prohibition Party. Retrieved December 19, 2013. ""We support the traditional marriage of one adult male to one adult female."" "
"837","^ a b c d e f g h i j k l m n o ""Anti-Gay Stance Still Enshrined In Majority Of State GOP Platforms"". Huffingtonpost.com. Retrieved 2014-06-29. "
"838","^ ""2010 State Platform"". Alaska Republican Party. Retrieved April 12, 2013. "
"839","^ ""2010-2011 State Platform"". Arizona Republican Party. Retrieved April 12, 2013. "
"840","^ ""2013-2014 State Platform"". Republican Party of Arkansas. Retrieved April 12, 2013. "
"841","^ ""2012-2016 State Platform"". California Republican Party. Retrieved April 12, 2013. "
"842","^ ""2012 State Platform"". Idaho Republican Party. Retrieved April 12, 2013. "
"843","^ ""2012 State Platform"". Illinois Republican Party. Retrieved April 12, 2013. "
"844","^ ""Platform language opposing gay marriage survives challenge at Indiana Republican convention"". Retrieved 2014-06-29. [dead link]"
"845","^ ""State Platform"". Republican Party of Iowa. Retrieved April 12, 2013. "
"846","^ ""2012 State Platform"". Kansas Republican Party. Retrieved April 12, 2013. "
"847","^ ""2008 State Platform"". Republican Party of Louisiana. Retrieved April 12, 2013. "
"848","^ ""2012 State Platform"". Maine Republican Party. Retrieved April 12, 2013. "
"849","^ Shira Schoenberg (2014-02-28). ""Conservative Republicans in Massachusetts drive anti-abortion, anti-gay marriage state platform change"". Masslive.com. Retrieved 2014-06-29. "
"850","^ ""2012 State Platform"". Republican Party of Minnesota. Retrieved April 12, 2013. "
"851","^ ""2012 State Platform"". Mississippi Republican Party. Retrieved April 12, 2013. "
"852","^ ""2012 State Platform"". Missouri Republican Party. Retrieved April 12, 2013. "
"853","^ ""2012 State Platform"". Montana Republican Party. Retrieved April 12, 2013. "
"854","^ ""State Platform"". Nebraska Republican Party. Retrieved April 12, 2013. "
"855","^ ""State Platform"". New Hampshire Republican State Committee. Retrieved April 12, 2013. "
"856","^ ""2010 State Platform"". Republican Party of New Mexico. Retrieved April 12, 2013. "
"857","^ ""2012 State Platform"". Oklahoma Republican Party. Retrieved April 12, 2013. "
"858","^ ""2011 State Platform"". Oregon Republican Party. Retrieved April 12, 2013. "
"859","^ ""2012 State Platform"". South Carolina Republican Party. Retrieved April 12, 2013. "
"860","^ ""2012 State Platform"". South Dakota Republican Party. Retrieved April 12, 2013. "
"861","^ ""2012 State Platform"". Republican Party of Texas. Retrieved April 12, 2013. "
"862","^ ""2008 State Platform"". Republican Party of Virginia. Retrieved April 12, 2013. "
"863","^ ""2012 State Platform"". Washington State Republican Party. Retrieved April 12, 2013. "
"864","^ ""2012 State Platform"". West Virginia Republican Party. Retrieved April 12, 2013. "
"865","^ ""2012 State Platform"". Wyoming Republican Party. Retrieved April 12, 2013. "
"866","^ ""President George W Bush Gay Marriage Quotes:"". Hisbigd.com. Retrieved December 3, 2013. "
"867","^ ""Transcript of Bush statement"". CNN. February 24, 2004. Retrieved August 2, 2013. "
"868","^ Bumiller, Elisabeth (October 26, 2004). ""Bush Says His Party Is Wrong to Oppose Gay Civil Unions"". The New York Times. Retrieved August 2, 2013. "
"869","^ Terkel, Amanda (April 25, 2013). ""George W. Bush Refuses To Weigh In On Gay Marriage"". The Huffington Post. Retrieved August 2, 2013. "
"870","^ ""George W. Bush on Gay Marriage, Immigration, and Why Obama Kept His Terrorism Policies"". ABC. Jul 7, 2013. Retrieved August 2, 2013. "
"871","^ a b c d e f g h i j k l m n o p q r s t u v w x y z aa ab ac ad ae af ag ah ai aj ak al am an ao ap aq ar as at au av aw ax ay az (June 7, 2006) U.S. Senate Roll Call Votes 109th Congress - 2nd Session - Motion to Invoke Cloture on the Motion to Proceed to the Consideration of S. J. Res. 1 Clerk of the United States Senate. Accessed February 13, 2011."
"872","^ Advocate.com Editors (2010-09-22). ""Antirepeal Senator Gets Log Cabin Award | News"". The Advocate. Retrieved December 3, 2013. "
"873","^ a b ""John Cornyn on Marriage Amendment on National Review Online"". Retrieved July 19, 2013. "
"874","^ a b ""AFP-Cornerstone Senatorial Debate Question 8: Stance on gay marriage? Support Federal DOMA?"". YouTube. 2010-06-08. Retrieved December 3, 2013. "
"875","^ BOB MOEN Associated Press writer (2007-06-22). ""Governor picks Barrasso"". Trib.com. Retrieved December 3, 2013. "
"876","^ ""Roy Blunt: Robin Carnahan Would Help Obama Repeal Defense of Marriage Act"". [dead link]"
"877","^ ""Issues - John Boozman for US Senate"". Boozmanforarkansas.com. Retrieved December 3, 2013. "
"878","^ Barrett, Barbara. ""N.C. Sen. Burr polishes his conservative credentials | McClatchy"". Mcclatchydc.com. Retrieved December 3, 2013. "
"879","^ a b c d e f g h i ""Bill Summary & Status - 110th Congress (2007 - 2008) - S.J.RES.43 - Cosponsors"". Library of Congress. "
"880","^ Salomon, Evie. ""Indiana US Senate candidates discuss hot topics of this year's election | City & State | Indiana Daily Student"". Idsnews.com. Retrieved December 3, 2013. "
"881","^ {author} (2004-09-13). ""Medicine man - Salon.com"". Dir.salon.com. Retrieved December 3, 2013. "
"882","^ ""Our Okie from Muskogee: conservative Tom Coburn runs for the Senate. | Goliath Business News"". Goliath.ecnext.com. 1980-01-01. Retrieved 2014-06-29. "
"883","^ ""Bob Corker, Currently Elected Tennessee U.S. Senate ,Positions on Gay & Lesbian"". Vote-tn.org. Retrieved December 3, 2013. "
"884","^ ""Ted Cruz Speaks Against Same-Sex Marriage | Dallas Morning News"". Trailblazersblog.dallasnews.com. 2013-03-26. Retrieved December 3, 2013. "
"885","^ ""Deb Fischer on Civil Rights"". On the issues. Retrieved December 3, 2013. "
"886","^ a b c d e f g h i j k l m n o p q r s t u v w x y z aa ab ac ad ae af ag ah ai aj ak al am an ao ap aq ar as at au av aw ax ay az ba bb bc bd be bf bg bh bi bj bk bl bm bn bo bp bq br bs bt bu bv bw bx by bz ca cb cc cd ce cf cg ch ci cj ck cl cm cn co cp cq cr cs ct cu cv cw cx cy cz da db dc dd de df dg dh di dj dk dl dm dn do dp dq dr ds dt du dv dw dx dy dz ea eb ec ed ee ef eg eh ei ej ek el em en eo ep eq er es et eu ev ew ex ey ez fa fb fc fd fe ff fg fh fi fj fk fl fm fn fo fp fq fr fs ft fu fv fw fx fy fz ga gb gc gd ge gf gg gh gi gj gk gl gm gn go gp gq gr gs gt gu gv gw gx gy gz ha hb hc hd he hf hg hh hi hj hk hl hm hn ho hp hq hr hs ht hu hv hw hx hy hz ia ib ""H Amdt 1096 - Prohibits Use of Funds in Contravention with the Defense of Marriage Act - Voting Record"". Project Vote Smart. May 9, 2012. Retrieved April 9, 2013. "
"887","^ a b c d e f g h i j k l m n o p q r s t u v w x y z aa ab ac ad ae af ag ah ai aj ak al am an ao ap aq ar as at au av aw ax ay az ba bb bc bd be bf bg bh bi bj bk bl bm bn bo bp bq br bs bt bu bv bw bx by bz ca cb cc cd ce cf cg ch ci cj ck cl cm cn co cp cq cr cs ct cu cv cw cx cy cz da db dc dd de df dg dh di dj dk dl dm dn do dp dq dr ds dt du dv dw dx dy dz ea eb ec ed ee ef eg eh ei ej ek el em en eo ep eq er es et eu ev ew ex ey ez fa fb fc fd fe ff fg fh fi fj fk fl fm fn fo fp fq fr fs ft fu fv fw fx fy fz ga gb gc gd ge gf gg gh gi gj gk gl gm gn go gp gq gr gs gt gu gv gw gx gy gz ha hb hc hd he hf hg hh hi hj hk hl hm hn ho hp hq hr hs ht hu hv hw hx hy hz ia ib ic id ie if ""H Amdt 1416 - Prohibits Use of Funds in Contravention of the Defense of Marriage Act - Voting Record"". Project Vote Smart. July 19, 2012. Retrieved April 9, 2013. "
"888","^ a b Dean Heller on Civil Rights"
"889","^ a b Leadership, Hoeven (2009-12-03). ""Hoeven Leadership"". Johnhoeven2016.blogspot.com. Retrieved December 3, 2013. "
"890","^ a b Mike Johanns on Civil Rights"
"891","^ ""Ron Johnson’s definition of freedom | Opinion | Wisconsin Gazette - Lesbian, Gay, Bisexual, Transgender (LGBT) News"". Wisconsin Gazette. Retrieved December 3, 2013. "
"892","^ ""Mike Lee opposes same-sex marriage"". On the Issues. Retrieved December 3, 2013. "
"893","^ Ewers, Justin (2008-06-27). ""McCain Supports Efforts to Ban Gay Marriage - US News and World Report"". Politics.usnews.com. Retrieved December 3, 2013. "
"894","^ ""Topeka Capital-Journal Republicans Push Polled Around - Jerry Moran for Kansas"". Archived from the original on 2010-08-02. Retrieved December 19, 2013. "
"895","^ ""Rand Paul: I don’t understand same sex marriage"". rawstory.com. January 30, 2013. Retrieved February 25, 2013. "
"896","^ a b ""Pryor Says He Opposes Same-Sex Marriage"". 5NEWSOnline.com. Retrieved December 3, 2013. "
"897","^ a b ""Family Values - Issues - James E Risch, U.S. Senator for Idaho"". Risch.senate.gov. Retrieved December 3, 2013. "
"898","^ ""Marco Rubio, A Catholic Candidate Who Will Not Compromise"". Catholic Advocate. Retrieved December 3, 2013. "
"899","^ ""Defending Traditional Values - Vote Tim Scott"". Archived from the original on 2012-10-27. Retrieved December 19, 2013. "
"900","^ a b Washington, The (2004-01-21). ""Bush's commitment to marriage lauded"". Washington Times. Retrieved December 3, 2013. "
"901","^ ""Daschle-dashing Thune in 2012 mix - Yahoo! News"". [dead link]"
"902","^ ""Pennsylvania’s 2010 Senate election: Toomey leading Sestak - Yahoo! News"". [dead link]"
"903","^ ""United States Senator Roger Wicker, Mississippi : Issue Statements"". Wicker.senate.gov. Retrieved December 3, 2013. "
"904","^ ""S.2024 - Cosponsors"". THOMAS. Retrieved February 14, 2014. "
"905","^ a b c d e f g h i j k l m n o p q r s t u v w x y z aa ab ac ad ae af ag ah ai aj ak al am an ao ap aq ar as at au av ""H.R. 3396 (104th): Defense of Marriage Act (On Passage of the Bill)"". Govtrack.us. Retrieved 2014-06-29. "
"906","^ a b ""Bil's Quest For Straight Talk From Bayh On Gay Marriage"". Advanceindiana.blogspot.com. 2006-06-14. Retrieved 2014-06-29. "
"907","^ a b c d e ""III. States Where Same-Sex Marriage is Prohibited"". Fclaw.com. Retrieved 2014-06-29. "
"908","^ Romano, Lois (January 20, 2010). ""Profile of Scott Brown, victor in Massachusetts Senate race"". The Washington Post. "
"909","^ a b ""Brownback reaffirms opposition to gay marriage"". cjonline. March 29, 2013. Retrieved August 5, 2013. "
"910","^ a b ""Roland Burris Tries to Have It Both Ways In Gay Marriage Debate"". Blacksnob.com. 2009-07-01. Retrieved 2014-06-29. "
"911","^ a b ""Robert Byrd on Civil Rights"". Ontheissues.org. Retrieved 2014-06-29. "
"912","^ a b ""Chiles lets gay-marriage ban stand"". News.google.com. 1997-05-30. Retrieved 2014-06-29. "
"913","^ ""Kent Conrad (D-N.D.)"". Washingtonpost.com. 2012-07-26. Retrieved 2014-06-29. "
"914","^ ""Daniel K. Williams: A Victory for the Christian Right | Religion & Ethics NewsWeekly"". Pbs.org. Retrieved December 3, 2013. "
"915","^ a b ""Bob Dole on Civil Rights"". Ontheissues.org. Retrieved 2014-06-29. "
"916","^ ""Pete Domenici on the Issues"". Ontheissues.org. Retrieved February 24, 2011. "
"917","^ ""Edwards, wife split on gay marriage"". Usatoday30.usatoday.com. 2007-06-27. Retrieved 2014-06-29. "
"918","^ a b c d e ""On the Cloture Motion S.J.Res. 40"". Govtrack.us. Retrieved 2014-06-29. "
"919","^ ""Tea Party candidates vow to take on Hutchison if she seeks another term"". Archived from the original on 2011-12-27. Retrieved December 19, 2013. "
"920","^ ""Kyl panel urges constitutional gay-marriage ban"". Azcentral.com. Retrieved December 3, 2013. "
"921","^ Javier Manjarres (2014-06-25). ""George LeMieux's Gay Marriage Switch-A-Roo?"". Shark-tank.com. Retrieved 2014-06-29. "
"922","^ a b ""Blanche Lincoln's Issue Positions (Political Courage Test)"". Votesmart.org. Retrieved 2014-06-29. "
"923","^ a b ""Lieberman on gay marriage: Obama should follow his heart"". Politico.com. 2012-05-09. Retrieved 2014-06-29. "
"924","^ a b Murray, Shailagh (June 8, 2006). ""Gay Marriage Amendment Fails in Senate"". The Washington Post. "
"925","^ ""An Argument Against Same-Sex Marriage: An Interview with Rick Santorum"". Pew Forum. 2008-04-24. Retrieved December 3, 2013. "
"926","^ a b ""John Sununu's Issue Positions (Political Courage Test)"". Votesmart.org. Retrieved 2014-06-29. "
"927","^ a b ""Wilson, Lungren Back Bill Against Gay Marriages"". Articles.latimes.com. 1996-07-09. Retrieved 2014-06-29. "
"928","^ Gentilviso, Chris (2013-03-17). ""John Boehner On Gay Marriage: 'I Can't Imagine' Ever Supporting This (VIDEO)"". The Huffington Post. Retrieved June 6, 2013. "
"929","^ a b Tim Huelskamp. ""H.J.Res. 51: Proposing an amendment to the Constitution of the United States relating to marriage"". Govtrack.us. Retrieved 2014-06-29. "
"930","^ ""Jim Bridenstine"". Project Vote Smart. Retrieved April 9, 2013. "
"931","^ ""GOP identity crisis plays out in Alabama"". Politico. Retrieved January 9, 2014. "
"932","^ ""Buffalo News - Business Guy With a Theme That's Can-Do"". Project Vote Smart. June 22, 2012. Retrieved April 9, 2013. "
"933","^ ""Representative Douglas 'Doug' A. Collins's Issue Positions (Political Courage Test)"". Project Vote Smart. Retrieved April 9, 2013. "
"934","^ Leno. ""Bill Analysis"". Leginfo.ca.gov. Retrieved 2014-06-29. "
"935","^ ""Defend Traditional Values"". cottonforcongress.com. September 14, 2011. Retrieved April 9, 2013. "
"936","^ ""Representative Kevin Cramer's Issue Positions (Political Courage Test)"". Project Vote Smart. Retrieved April 9, 2013. "
"937","^ ""US House Candidate Profile: Steve Daines"". KRTV. May 20, 2012. Retrieved April 9, 2013. "
"938","^ ""2012 election candidate questionnaire: Rodney Davis, U.S. House, 13th District"". The News-Gazette. 2012-10-01. Retrieved April 9, 2013. "
"939","^ ""CANDIDATE RESPONSE United States Representative District 6 Ron DeSantis (REP)"". flaccb.org. Retrieved April 9, 2013. "
"940","^ a b ""Opposing gay marriage is hate speech, unless you’re a Democrat"". The Daily Caller. 2013-04-01. Retrieved April 9, 2013. "
"941","^ ""U.S. House District 13: George Holding"". Raleigh Public Record. April 27, 2012. Retrieved April 9, 2013. "
"942","^ ""Representative Richard Hudson's Issue Positions (Political Courage Test)"". Project Vote Smart. Retrieved April 9, 2013. "
"943","^ Baker, Brandon (2013-05-07). ""Congressman David Joyce Visits Mayfield High"". Mayfield-hillcrest.patch.com. Retrieved 2014-06-29. "
"944","^ ""NOR CAL NEEDS FIGHTER IN DC"". FlashReport. February 13, 2012. Retrieved April 9, 2013. "
"945","^ ""Faith & Family"". Thomasmassie.com. 2013-03-19. Retrieved 2014-06-29. "
"946","^ ""Mark Meadows Launches First Television Ad of Primary Campaign"". Project Vote Smart. May 31, 2012. Retrieved April 9, 2013. "
"947","^ ""Who The Heck Is Vance McAllister?"". The Hayride. Retrieved January 9, 2014. "
"948","^ ""LUKE MESSER / Record"". lukemesser.com. Retrieved April 9, 2013. "
"949","^ ""I Believe"". mullinforcongress.com. Retrieved April 9, 2013. "
"950","^ ""4th District candidates speak on gay marriage, abortion"". yorkdispatch. 2012-10-13. Retrieved April 9, 2013. "
"951","^ ""Robert Pittenger for Traditional Marriage"". YouTube. Apr 4, 2012. Retrieved April 9, 2013. "
"952","^ ""Tom Rice on VoteMatch"". Ontheissues.org. 2014-04-02. Retrieved 2014-06-29. "
"953","^ ""Issue Position: Family Values"". Project Vote Smart. Retrieved April 9, 2013. "
